date,x,y,z
2018-01-01,-0.173431139384712,0.8934071839515783,0.3871669785340858
2018-01-02,-0.190610027297785,0.8904025378744025,0.38586412213340426
2018-01-03,-0.20772936041864448,0.8871242808641,0.38444254487820145
2018-01-04,-0.22478428841256265,0.8835732665468196,0.38290266161790854
2018-01-05,-0.24176990318385327,0.8797503193986356,0.38124487827506354
2018-01-06,-0.2586812068864302,0.8756562740319708,0.3794696036524308
2018-01-07,-0.275513102544808,0.8712920191712851,0.3775772642963177
2018-01-08,-0.29226040382012236,0.8666585352075381,0.3755683182788246
2018-01-09,-0.308917855478133,0.8617569197081096,0.37344326546073126
2018-01-10,-0.32548015628507676,0.8565884012204109,0.37120265386260837
2018-01-11,-0.34194197945837795,0.8511543450080029,0.36884708304317126
2018-01-12,-0.3582979893246769,0.8454562545389499,0.3663772056355501
2018-01-13,-0.3745428547015857,0.8394957712002362,0.3637937279213897
2018-01-14,-0.3906712599445464,0.8332746735042811,0.36109741003991225
2018-01-15,-0.4066779146197767,0.826794876448734,0.35828906623728773
2018-01-16,-0.4225575628528158,0.820058431256185,0.35536956531795527
2018-01-17,-0.4383049932859202,0.813067525160836,0.35233983115028406
2018-01-18,-0.4539150500209807,0.8058244804937265,0.3492008428984974
2018-01-19,-0.46938264425939213,0.7983317524008885,0.3459536347410885
2018-01-20,-0.48470276611281626,0.7905919249749732,0.3425992950620903
2018-01-21,-0.4998704963205328,0.7826077058874594,0.3391389651969278
2018-01-22,-0.5148810179106278,0.7743819195105719,0.3355738376904126
2018-01-23,-0.52972962780867,0.7659174982490101,0.33190515386382624
2018-01-24,-0.5444117481803161,0.7572174716658245,0.3281342004810571
2018-01-25,-0.5589229371971867,0.7482849528776919,0.3242623053697799
2018-01-26,-0.5732588987195817,0.7391231213032808,0.32029083173874934
2018-01-27,-0.5874154893847571,0.7297352004267629,0.3162211706293044
2018-01-28,-0.6013887196134887,0.7201244298537587,0.31205473090553215
2018-01-29,-0.6151747433915017,0.7102940335411485,0.307792926982548
2018-01-30,-0.6287698325502542,0.7002471900834825,0.30343716608668875
2018-01-31,-0.6421703358043915,0.6899870138741018,0.2989888383295195
2018-02-01,-0.6553726294316817,0.6795165550581951,0.29444931303208755
2018-02-02,-0.6683730714128934,0.6688388207715389,0.28981994303250663
2018-02-03,-0.6811679707066294,0.6579568126598551,0.28510207589970943
2018-02-04,-0.6937535778108618,0.646873570226861,0.28029706863191456
2018-02-05,-0.706126094989042,0.6355922090548359,0.27540630179450415
2018-02-06,-0.7182816987886185,0.6241159470632202,0.2704311902242037
2018-02-07,-0.7302165661814093,0.6124481177391975,0.2653731893981439
2018-02-08,-0.7419268981313918,0.6005921734566473,0.26023379814651876
2018-02-09,-0.7534089380763013,0.5885516832448784,0.25501455901630854
2018-02-10,-0.7646589854822842,0.576330328479168,0.2497170574813179
2018-02-11,-0.7756734057370133,0.5639318985304403,0.24434292084027814
2018-02-12,-0.7864486378576062,0.5513602873719401,0.23889381733693446
2018-02-13,-0.796981201504598,0.5386194914691491,0.23337145575973892
2018-02-14,-0.8072677046959571,0.5257136086380958,0.2277775854649376
2018-02-15,-0.8173048531748676,0.5126468369456714,0.22211399648844812
2018-02-16,-0.8270894616322699,0.4994234724362813,0.21638251930704333
2018-02-17,-0.8366184662884955,0.48604790463254105,0.21058502388995556
2018-02-18,-0.8458889379828003,0.47252460916133593,0.20472341781112718
2018-02-19,-0.854898094831898,0.45885813720398283,0.1987996432475459
2018-02-20,-0.8636433134564999,0.4450531017154581,0.1928156727090749
2018-02-21,-0.8721221377055105,0.4311141606261572,0.18677350344388327
2018-02-22,-0.8803322838920121,0.4170459975345651,0.1806751506477512
2018-02-23,-0.8882716417915322,0.40285330051740986,0.1745226397227196
2018-02-24,-0.8959382706801139,0.3885407395913056,0.16831799777943693
2018-02-25,-0.9033303892069919,0.37411294348595175,0.16206324451086865
2018-02-26,-0.9104463572926907,0.35957447734673936,0.155760382812482
2018-02-27,-0.9172846486191253,0.3449298247741298,0.14941139021940564
2018-02-28,-0.9238438145321393,0.3301833791413222,0.14301821301933473
2018-03-01,-0.9301224438755354,0.31533944878694936,0.13658276508643585
2018-03-02,-0.9361191264695696,0.3004022776518437,0.13010693259278946
2018-03-03,-0.9418324283989188,0.28537607818979005,0.123592584012217
2018-03-04,-0.9472608841715197,0.2702650693166897,0.11704158310998573
2018-03-05,-0.9524030055383254,0.25507351097292813,0.11045580183725871
2018-03-06,-0.9572573020161471,0.23980572906101671,0.10383713055856725
2018-03-07,-0.9618223060946078,0.22446612863621457,0.0971874844042615
2018-03-08,-0.9660965970793566,0.2090591970222841,0.09050880594877263
2018-03-09,-0.970078820209675,0.19358950047295226,0.08380306526158275
2018-03-10,-0.9737677003508826,0.17806167800752615,0.07707225855311906
2018-03-11,-0.9771620512081584,0.16248043501214102,0.0703184064052964
2018-03-12,-0.9802607816530701,0.14685053804494463,0.06354355223690013
2018-03-13,-0.9830629008774843,0.1311768113942331,0.05674976134207072
2018-03-14,-0.985567524015071,0.11546413522521685,0.049939120549734074
2018-03-15,-0.9877738795960654,0.09971744447934526,0.04311373827032191
2018-03-16,-0.9896813196272752,0.08394172711666024,0.0362757444624359
2018-03-17,-0.9912893322494415,0.06814201999769634,0.02942728991966591
2018-03-18,-0.9925975559891288,0.052323400810789344,0.022570544265577107
2018-03-19,-0.9936057937887276,0.03649097497554268,0.015707692153330146
2018-03-20,-0.9943140244470678,0.020649857331127175,0.008840927408193509
2018-03-21,-0.9947224090257406,0.004805149504355505,0.0019724452259349437
