,Time (BJD-2454833),Relative Flux
0,2228.8205675375552,1.0002633226581392
1,2228.8835810635383,1.0008044925101676
2,2228.9003639325883,1.0008256102931201
3,2228.9423729499104,1.0001726655091001
4,2228.98432271615,0.99920508709018
5,2229.026331733472,0.9992323908903611
6,2229.0641042984125,0.9981106953180745
7,2229.0851088070735,0.998521852152834
8,2229.1061133157345,0.9982225769055356
9,2229.1271178243956,0.9982436946884883
10,2229.169067590635,0.9983344584929967
11,2229.1900720992962,0.9991567721625156
12,2229.2069142194287,0.9993109959713514
13,2229.2278594770073,0.9999972172618422
14,2229.2698684943293,1.0005838223438597
15,2229.2908730029903,1.0006684001311394
16,2229.3328820203124,1.0015753982434077
17,2229.353827277891,1.0013093995025804
18,2229.3706693980234,1.0013245445792434
19,2229.433623672924,1.0009768477488112
20,2229.496637198907,1.000493058539351
21,2229.5134052551866,1.0001303232877254
22,2229.5344097638476,0.9999972172618422
23,2229.5554142725086,1.000030493768313
24,2229.5763595300873,0.9993230480394002
25,2229.5973640387483,0.9992384702521202
26,2229.6183685474093,0.998999562000535
27,2229.6603775647313,0.9985854188126307
28,2229.7401739597644,0.9993200616862553
29,2229.782123726004,1.0008528074378318
30,2229.819911103715,1.001176293476697
31,2229.840915612376,1.0014695960177058
32,2229.861920121037,1.0012881750641582
33,2229.882924629698,1.0014242674431861
34,2229.903929138359,1.0016419512563495
35,2229.924874395938,1.0024703442876273
36,2229.945878904599,1.0018354242779457
37,2230.004670790971,1.0013245445792434
38,2230.0256604868614,1.001019189970186
39,2230.0676695041834,1.0008226239399753
40,2230.1096192704235,0.9996737312229771
41,2230.1264613905555,0.999371469622534
42,2230.1474658992165,0.9984130635739871
43,2230.168411156795,0.998673089608525
44,2230.252429191439,0.9975937149265192
45,2230.2692120604893,0.9985581150124495
46,2230.2902165691503,0.9982679054800552
47,2230.33216633539,0.9988604832683621
48,2230.353170844051,0.9991506928007565
49,2230.374175352712,0.9996102712186498
50,2230.395179861373,0.9995649426441302
51,2230.416184370034,1.0000365731300722
52,2230.453971747745,1.0009768477488112
53,2230.5169260226457,1.0012640709280607
54,2230.5379305313068,1.0011733071235522
55,2230.5589202271976,1.0013880045835706
56,2230.5757030962473,1.0014121087196681
57,2230.5967076049083,1.0012942544259174
58,2230.6177121135693,1.0007047696462246
59,2230.6387166222303,1.00074700521213
60,2230.6597211308913,1.0000517182067352
61,2230.7226754057924,0.9986337337402951
62,2230.760462783503,0.9986156023104873
63,2230.8444363798358,0.9988484312003134
64,2230.8654705140375,0.9989814305707272
65,2230.882208944776,0.9991567721625156
66,2230.903243078978,0.9994167981970534
67,2230.966197353879,0.9996496270868797
68,2230.987231488081,1.0000879810663508
69,2231.008265622283,1.0007229010760323
70,2231.029299756485,1.0009828204551008
71,2231.0460381872235,1.0009345055274366
72,2231.0670723214257,1.0014091223665231
73,2231.108992462124,1.0015905433200707
74,2231.1300265963264,1.0017235426904845
75,2231.150912602823,1.0016510169712534
76,2231.1719467370253,1.0011279785490328
77,2231.2097193019654,1.000468847747784
78,2231.2307534361676,1.0006502687013317
79,2231.2726735768665,1.0000789153514469
80,2231.3147418452704,0.9996616791549283
81,2231.3357759794726,0.9991386407327078
82,2231.352514410211,0.9992958508946884
83,2231.3945826786153,0.9990811534346701
84,2231.457536953516,0.9997674813806303
85,2231.4784229600127,1.0000214280534092
86,2231.4953095184565,0.999834034393572
87,2231.5372296591554,1.0009617026721482
88,2231.558263793357,1.001345662362196
89,2231.5792979275593,1.0013123858557251
90,2231.6003320617615,1.0021015296742426
91,2231.6212180682583,1.0015361490306474
92,2231.6422522024604,1.0016389649032045
93,2231.7010589016027,1.0014544509410428
94,2231.722093035805,1.001109847119225
95,2231.764013176504,1.0007258874291771
96,2231.7850473107055,1.0002209804367646
97,2231.801785741444,1.0001393890026293
98,2231.822819875646,0.9992564950264585
99,2231.843854009848,0.9993109959713514
100,2231.864740016345,0.9989209569195446
101,2231.885774150547,0.9985400902381112
102,2231.906808284749,0.9984613785016514
103,2231.927842418951,0.9985400902381112
104,2231.948728425448,0.9983404311992864
105,2231.9656149838916,0.9983283791312377
106,2231.9865009903883,0.9983888527824202
107,2232.0285692587922,0.9983737077057572
108,2232.049455265289,0.9983737077057572
109,2232.070489399491,0.9993624039076301
110,2232.1082619644317,0.9998884286829954
111,2232.19239850124,1.0008830975911578
112,2232.2132845077367,1.0012822023578685
113,2232.234318641939,1.001360807438859
114,2232.2553527761406,1.0013064131494354
115,2232.272091206879,1.0010312420382346
116,2232.293125341081,1.00042053282012
117,2232.314011347578,1.0001786382153899
118,2232.33504548178,0.9995921397888419
119,2232.3560796159823,0.9993653902607749
120,2232.3979997566807,0.9990025483536797
121,2232.4148863151245,0.9982074318288726
122,2232.4778405900256,0.9980714461053141
123,2232.519760730724,0.9979263093424761
124,2232.5618289991285,0.997732793658692
125,2232.578567429867,0.9982225769055356
126,2232.599601564069,0.9985098000847852
127,2232.683589973172,1.0002330325048132
128,2232.704624107374,1.0004265055264094
129,2232.7213625381123,1.0005021242542549
130,2232.742396672314,1.0010403077531385
131,2232.763430806516,1.0010221763233307
132,2232.784316813013,1.0013033201408212
133,2232.805350947215,1.0014454918816083
134,2232.8263850814174,1.001094702042562
135,2232.8472710879137,1.0015239903071291
136,2232.885043652854,1.0007802817186007
137,2232.9271119212585,1.0002602296495249
138,2232.9481460554607,0.9998974943978993
139,2232.9691801896624,0.9992384702521202
140,2232.990066196159,0.999014707077198
141,2233.0111003303614,0.998642799455199
142,2233.027986888805,0.9986126159573424
