date,flux
2230.0,-0.6667225749045859
2230.07007007007,-0.4590323491540528
2230.14014014014,-0.1916638005294415
2230.2102102102103,0.08242932958936754
2230.2802802802803,0.3107054848036673
2230.3503503503503,0.4396531378147839
2230.42042042042,0.4307685332158919
2230.4904904904906,0.290513405264861
2230.5605605605606,0.08307162922722731
2230.6306306306305,-0.09633602870292508
2230.7007007007005,-0.17114404196535074
2230.770770770771,-0.11598510646591967
2230.840840840841,0.048856579356323836
2230.910910910911,0.28290713292525216
2230.980980980981,0.5395082092708807
2231.051051051051,0.7624027450597313
2231.121121121121,0.8879535478813293
2231.191191191191,0.8704609108901513
2231.261261261261,0.7144793707612203
2231.3313313313315,0.47978177653022214
2231.4014014014015,0.2474134089281549
2231.4714714714714,0.07440838040746157
2231.5415415415414,-0.025413130159546174
2231.611611611612,-0.06745478904074306
2231.6816816816818,-0.07559794888787559
2231.7517517517517,-0.07883631987938661
2231.8218218218217,-0.11771652969759237
2231.891891891892,-0.23471584915708277
2231.961961961962,-0.44274070798843557
2232.032032032032,-0.6996238564168379
2232.102102102102,-0.919983291739575
2232.1721721721724,-1.021076283234843
2232.2422422422424,-0.9653131466277937
2232.3123123123123,-0.7679309719512784
2232.3823823823823,-0.47579963109752593
2232.4524524524522,-0.1476273729276791
2232.5225225225226,0.1494021298921334
2232.5925925925926,0.3427601299679365
2232.6626626626626,0.3782806538248984
2232.7327327327325,0.2558156357836132
2232.802802802803,0.04236199207635064
2232.872872872873,-0.15835576437657622
2232.942942942943,-0.2598605075832495
2233.013013013013,-0.22829516736016642
2233.0830830830832,-0.0787601506528928
2233.153153153153,0.14864244506981777
2233.223223223223,0.40303068300385303
2233.293293293293,0.6229593841407223
2233.3633633633635,0.7444928604897473
2233.4334334334335,0.7301588033216877
2233.5035035035035,0.5988195168223922
2233.5735735735734,0.4229239548388344
2233.643643643644,0.2867508726972115
2233.713713713714,0.23813632733280363
2233.7837837837837,0.2718327209562393
2233.8538538538537,0.34878862921356835
2233.923923923924,0.42226403323050266
2233.993993993994,0.4462242749799219
2234.064064064064,0.37372829134185465
2234.134134134134,0.16946112662604426
2234.2042042042044,-0.16061351271358346
2234.2742742742744,-0.5508213662388862
2234.3443443443443,-0.8961691854938021
2234.4144144144143,-1.1029154212557724
2234.4844844844847,-1.1299367200447403
2234.5545545545547,-0.9921743918506964
2234.6246246246246,-0.7364836097255208
2234.6946946946946,-0.4217369958803437
2234.7647647647645,-0.11640316187013214
2234.834834834835,0.10460215809739638
2234.904904904905,0.1841318649071023
2234.974974974975,0.11767841970727373
2235.045045045045,-0.035495988105186664
2235.1151151151153,-0.18332815547550968
2235.185185185185,-0.2518373602790984
2235.255255255255,-0.21516578730524907
2235.325325325325,-0.08846963640426353
2235.3953953953956,0.09496489615508832
2235.4654654654655,0.29394523972986486
2235.5355355355355,0.4565281528505896
2235.6056056056054,0.5278126821757623
2235.675675675676,0.4796254016830004
2235.745745745746,0.33950514994171793
2235.8158158158158,0.18544502210780822
2235.8858858858857,0.10251168807944394
2235.955955955956,0.13547247811804708
2236.026026026026,0.2741084110679496
2236.096096096096,0.47277137552955817
2236.166166166166,0.674735861936043
2236.2362362362364,0.8195525690201401
2236.3063063063064,0.8437578687520567
2236.3763763763764,0.6982297089386449
2236.4464464464463,0.3815014093556808
2236.5165165165167,-0.04174123258844349
2236.5865865865867,-0.4632183192693486
2236.6566566566567,-0.7827982587889184
2236.7267267267266,-0.9489520392360381
2236.7967967967966,-0.9614354230701699
2236.866866866867,-0.8490966898520527
2236.936936936937,-0.6542215706243362
2237.007007007007,-0.43360320245901485
2237.077077077077,-0.2561052909209832
2237.1471471471473,-0.17757427341601623
2237.2172172172172,-0.20601570993939697
2237.287287287287,-0.2916806869794234
2237.357357357357,-0.35783253975616464
2237.4274274274276,-0.3478956681563008
2237.4974974974975,-0.24975006274210834
2237.5675675675675,-0.08497700723106849
2237.6376376376375,0.11312654299996779
2237.707707707708,0.3060863751519132
2237.777777777778,0.4447724866856516
2237.847847847848,0.4773555839323495
2237.9179179179177,0.3802799182873789
2237.987987987988,0.1873197497404152
2238.058058058058,-0.016745667721068214
2238.128128128128,-0.13973169492613935
2238.198198198198,-0.12815452739452746
2238.2682682682685,0.01857945808089602
2238.3383383383384,0.26483538118368755
2238.4084084084084,0.557502502382397
2238.4784784784783,0.8292047364955738
