date,x,y,z
2018-01-01,0.07294641575419686,-0.6527146566170391,-0.29841100444752
2018-01-02,0.09290340956303804,-0.6502595291479213,-0.2985693779919444
2018-01-03,0.11279035451618857,-0.6473001012601072,-0.29849641201986143
2018-01-04,0.13259198292660965,-0.6438388009625663,-0.29819223295061
2018-01-05,0.1522931008201019,-0.6398784338173426,-0.29765714174588426
2018-01-06,0.17187859891486423,-0.6354221804438254,-0.2968916134814974
2018-01-07,0.19133346351731487,-0.630473593775983,-0.29589629680269147
2018-01-08,0.21064278732941713,-0.6250365960750969,-0.29467201326383086
2018-01-09,0.22979178015969118,-0.6191154757014137,-0.29321975655353083
2018-01-10,0.2487657795351769,-0.6127148836468745,-0.29154069160601265
2018-01-11,0.2675502612062971,-0.6058398298325975,-0.2896361535998374
2018-01-12,0.2861308495407144,-0.598495679173713,-0.28750764684493735
2018-01-13,0.30449332780057536,-0.5906881474146859,-0.28515684355900517
2018-01-14,0.3226236482979538,-0.5824232967382126,-0.2825855825342994
2018-01-15,0.3405079424230082,-0.5737075311509783,-0.27979586769600323
2018-01-16,0.3581325305403969,-0.5645475916492172,-0.2767898665531749
2018-01-17,0.375483931748415,-0.554950551167568,-0.2735699085435136
2018-01-18,0.3925488734963525,-0.5449238093142993,-0.27013848327304096
2018-01-19,0.4093143010552578,-0.5344750868961813,-0.2664982386518652
2018-01-20,0.42576738683697557,-0.5236124202365603,-0.2626519789273058
2018-01-21,0.44189553955714794,-0.5123441552898131,-0.25860266261553355
2018-01-22,0.45768641323725817,-0.5006789415557965,-0.25435340033304055
2018-01-23,0.4731279160416683,-0.4886257257973409,-0.2499074525290561
2018-01-24,0.48820821894418676,-0.47619374556499616,-0.245268227120454
2018-01-25,0.5029157642208343,-0.46339252253175467,-0.24043927703016482
2018-01-26,0.5172392737633963,-0.4502318556420306,-0.23542429763067602
2018-01-27,0.5311677572101627,-0.43672181407796873,-0.2302271240937696
2018-01-28,0.5446905198891054,-0.42287273004700493,-0.22485172864796665
2018-01-29,0.5577971705691761,-0.4086951913945241,-0.21930221774512532
2018-01-30,0.5704776290157232,-0.39420003404506476,-0.21358282913749865
2018-01-31,0.5827221333457917,-0.3793983342759318,-0.2076979288667123
2018-02-01,0.5945212471789416,-0.36430140082723367,-0.20165200816619788
2018-02-02,0.6058658665795749,-0.34892076685212436,-0.19544968027852494
2018-02-03,0.6167472267866935,-0.33326818171118167,-0.18909567718914333
2018-02-04,0.6271569087268815,-0.31735560261510276,-0.18259484627814962
2018-02-05,0.6370868453065658,-0.3011951861196449,-0.17595214689159738
2018-02-06,0.6465293274795093,-0.2847992794770309,-0.16917264683399263
2018-02-07,0.6554770100855682,-0.26818041184801905,-0.16226151878361386
2018-02-08,0.6639229174566561,-0.25135128537903795,-0.15522403663238243
2018-02-09,0.671860448785977,-0.234324766148905,-0.14806557175206753
2018-02-10,0.6792833832568825,-0.2171138749890875,-0.14079158918837825
2018-02-11,0.686185884927173,-0.19973177818267374,-0.1334076437850056
2018-02-12,0.6925625073651558,-0.1821917780464739,-0.12591937623937138
2018-02-13,0.6984081980337338,-0.16450730340094893,-0.11833250909196293
2018-02-14,0.7037183024186737,-0.1466918999329756,-0.11065284265126932
2018-02-15,0.708488567897517,-0.12875922045621815,-0.10288625085623554
2018-02-16,0.7127151473453144,-0.11072301507450255,-0.09503867707843272
2018-02-17,0.7163946024737662,-0.09259712125321831,-0.08711612986598072
2018-02-18,0.7195239069002736,-0.07439545380360468,-0.07912467863119521
2018-02-19,0.7221004489432771,-0.056131994786373554,-0.07107044928462955
2018-02-20,0.7241220341407341,-0.03782078333913565,-0.06295961981732466
2018-02-21,0.7255868874882981,-0.0194759054340147,-0.05479841583392156
2018-02-22,0.7264936553940936,-0.0011114835708375022,-0.04659310603886278
2018-02-23,0.726841407346927,0.017258333588301235,-0.03834999767809361
2018-02-24,0.7266296372948975,0.035619381636452674,-0.03007543193905772
2018-02-25,0.7258582647315501,0.05395749088568598,-0.021775779311292383
2018-02-26,0.7245276354867153,0.07225849687129576,-0.013457434910192696
2018-02-27,0.7226385222193764,0.09050825088890505,-0.00512681376712508
2018-02-28,0.7201921246099584,0.10869263055929287,0.0032096539119507717
2018-03-01,0.7171900692496325,0.126797550413228,0.011545527516032453
2018-03-02,0.7136344092242703,0.1448089724902975,0.019874360824244444
2018-03-03,0.7095276233909361,0.1627129169442398,0.028189706823391246
2018-03-04,0.704872615344865,0.18049547264805188,0.036485122544996806
2018-03-05,0.699672712075032,0.1981428077918791,0.04475417391880679
2018-03-06,0.6939316623067464,0.21564118046575678,0.05299044063928256
2018-03-07,0.6876536345294836,0.23297694922080361,0.06118752104232288
2018-03-08,0.680843214708949,0.25013658360024227,0.06933903698839694
2018-03-09,0.673505403681948,0.2671066746333921,0.07743863874909211
2018-03-10,0.6656456142332041,0.2838739452846224,0.08548000989352914
2018-03-11,0.6572696678535337,0.3004252608490018,0.09345687217095992
2018-03-12,0.6483837911786403,0.3167476392872238,0.10136299038625741
2018-03-13,0.6389946121081942,0.33282826149167866,0.10919217726465934
2018-03-14,0.629109155605646,0.3486544814745517,0.11693829830163355
2018-03-15,0.6187348391784518,0.3642138364707065,0.12459527659462472
2018-03-16,0.6078794680391884,0.37949405694677624,0.13215709765279415
2018-03-17,0.5965512299489854,0.3944830765069852,0.13961781418039548
2018-03-18,0.5847586897432988,0.4091690416886452,0.1469715508306101
2018-03-19,0.5725107835422114,0.4235403216374002,0.15421250892523705
2018-03-20,0.5598168126464381,0.4375855176541994,0.16133497113655368
