Time_BJD_minus_2454833,Normalized_Flux
2230.741237961221,1.0001190110585092
2230.7616702061423,1.0001361001014055
2230.782102450139,1.0001271276364005
2230.802534693663,1.0000126429936544
2230.8229669367283,1.0001668978676144
2230.843399279329,1.0001654167672098
2230.8638314214622,1.0002012869777641
2230.8842636626578,1.0002574155264254
2230.904696003396,1.0002328272590961
2230.925128143659,1.0002444296687703
2230.9455604834657,1.0002349296428579
2230.965992722806,1.0001596955302323
2230.986424861214,1.0001503010165365
2231.0068571991505,1.0000927929497525
2231.027289436628,1.0000895181423464
2231.047721573632,1.0001729743450627
2231.068153910179,1.000173603488214
2231.0885861457937,1.0001060717645645
2231.109018280942,1.0001819310904836
2231.129450615619,1.0001156655129477
2231.1498827498363,1.0001303277757776
2231.170314983581,1.0002145225637193
2231.190747316403,1.000149523132317
2231.211179548758,0.9999694099150184
2231.231611681113,0.9999605429622124
2231.2520440120643,1.000091374132697
2231.2724762430225,1.000040196796598
2231.313340703069,0.9999593666086595
2231.3337729321647,0.9998980601034977
2231.354205060794,0.9998328496477787
2231.374637388486,0.9997643683145118
2231.3950696161846,0.9997581391661309
2231.4563662950823,1.0000976655644191
2231.476798620446,1.0001972651302935
2231.4972307448843,1.000234401486984
2231.5176629688576,1.0002877867190274
2231.5380952928244,1.0002419905039752
2231.5585274158657,1.000277122129289
2231.5789596379764,1.000165908364057
2231.5993919600805,1.0000746364003992
2231.619824081259,1.0001149381224224
2231.640256301973,1.0000612284940598
2231.7015529613127,1.0003182443693583
2231.721985279692,1.0002828938599038
2231.742417498077,1.0002925970503633
2231.7628496155303,1.000147935924808
2231.7832819320465,0.999997682653794
2231.8037141485693,1.0000312315964237
2231.8241462646256,1.0000270071794415
2231.844578579745,0.9999853259393228
2231.865010694404,0.9999551455266165
2231.885442908598,0.9999806755437384
2231.905875222321,0.9999767676632512
2231.9263073355837,0.9999590376875187
2231.946739547915,1.000011262285609
2231.9671718597747,1.0001682604761772
2231.9876039711744,1.0003155515464315
2232.008036182109,1.0002174212912418
2232.028468492572,1.0001200296212769
2232.0489007021097,1.000044478972124
2232.0693329116475,1.0000877350351072
2232.0897651202467,1.0000528065743843
2232.110197328388,1.0000590278629808
2232.191926155356,1.0001741259293357
2232.212358360696,1.0001002634750271
2232.2327905655766,1.0001153477865543
2232.2532228699856,1.0000231262133001
2232.273654973469,1.0000714468608352
2232.2940871769533,1.0001148084359972
2232.3145194795,1.0001735747890903
2232.334951581586,1.00009791862778
2232.355383783208,1.0002083859479856
2232.375816083892,1.0002339159650908
2232.396248184581,1.0002256820853574
2232.41668038434,1.000159522020025
2232.4371126836268,1.0000889304432086
2232.4575447824536,1.000075948515477
2232.477976980816,1.000026142837695
2232.518841476136,0.9999111267041617
2232.5392735726346,0.9998358925915637
2232.559705768668,0.9997699435505878
2232.580137964229,0.9997776420096749
2232.6005701593317,0.9997801703720529
2232.6210024539614,0.9998167791678219
2232.641434547666,0.9998227894320847
2232.682299034139,1.000218241214463
2232.7027311264465,1.000210851432153
2232.723163318289,1.0001771891175664
2232.743595609194,1.0002006088911186
2232.7640277001046,1.0001193605843905
2232.7844598900847,1.000121677922414
2232.804892179593,1.000107324336335
2232.8253242686405,1.0000716572903914
2232.8457565572244,1.0000666942881316
2232.8661887453345,1.0000282839255477
2232.8866209325206,1.0000011633659818
2232.907053119241,1.0000886290314426
2232.927485305954,1.0000825053952476
2232.9479174917437,1.000094846390157
2232.968349676601,1.000022461106341
2232.988781861452,1.0000609691213307
2233.009214045844,1.0001164645969363
2233.0296462293045,1.0001320764693564
2233.0500784122924,1.0000932440580623
2233.070510594822,1.000194953867519
2233.0909428768864,1.0002051846188553
2233.1113749584765,1.0002329303917352
2233.131807139144,1.000128363893709
2233.1726714995384,1.000239143820567
2233.1931036788083,1.0002282721363747
2233.213535957613,1.0002397690338445
2233.233968035944,1.000263821880504
2233.254400213351,1.0001951295229103
2233.274832390758,1.0002870266998383
2233.2952645672267,1.000248299800723
2233.315696743237,1.0002489289439052
2233.336128918781,1.0001654648814282
2233.356561093853,1.0001031032544994
2233.3769932684663,1.0001846602380091
2233.397425442148,1.0002054422071402
2233.417857615823,1.000086420540765
2233.438289788573,1.0000039060878883
2233.458722060859,1.0001418065742926
2233.4791541326704,1.00030239217895
2233.499586304024,1.0002818133744074
2233.520018574447,1.0002161808699501
2233.5404506448613,1.000281066929397
2233.560882814352,1.0001690090667532
2233.5813150833783,1.000222499810966
2233.663043654808,1.0002543487691322
2233.68347592104,1.0002194203083985
2233.7039080868053,1.000211502965186
2233.724340252564,1.0001919792824217
2233.744772417398,1.0001741437945015
2233.765204581301,1.0001145254841959
2233.785636745197,1.0000963734597428
2233.806068908634,1.000117155428876
2233.82650107114,1.0001491216888498
2233.8469332331733,1.0002178061866775
2233.8673653952137,1.0001720099716567
2233.8877975563228,1.0001577618977802
2233.908229716493,1.0001124932436485
2233.928661976672,1.0001095349727713
2233.949094036383,1.0000648993917252
2233.9695261951565,1.000076818337929
2234.0103905117867,0.9998701121219733
2234.030822669163,0.9996606665192773
2234.0512548260813,0.9997964567621492
2234.071686982068,0.9997771441037423
2234.092119138048,0.9997614188593786
2234.153415602276,1.0000444962426167
2234.173847755934,1.0000450198736257
2234.194279909126,1.0000495529673887
2234.2147120618465,1.0000869003484292
2234.2351442136423,1.0000130378941312
2234.255576365438,1.0001255099457234
2234.2760085162954,1.0001932448339534
2234.296440766695,1.0001386911081631
2234.31687281662,1.000226262285828
2234.337304966088,1.0001487069053094
2234.3577372150903,1.0000610223557087
2234.398601411224,1.0002092591056961
2234.419033658829,1.0001731700110108
2234.4394657054945,1.0001826621771481
2234.459897951703,0.9999713173552358
2234.4803300974454,1.0000693342384785
2234.500762142721,1.0001555337578336
2234.5211943875256,1.0001655534848217
2234.541626531871,1.0000402010877876
2234.562058675277,0.9999705591206008
2234.5824908186914,1.0000685760038441
2234.602922961174,1.0000952666549348
2234.643787244735,1.0001242746440584
2234.6642193858206,1.000165737000033
2234.6846515264333,1.000192849699835
2234.705083666122,1.0001676283594776
2234.7255158058106,1.000158444870137
2234.7459479445606,1.0001248880677385
2234.766380083318,1.0000131467416342
2234.786812221144,0.9999742088181709
2234.807244358497,1.0000147215645465
2234.827676495392,0.9999687143251749
2234.848108631355,0.9999657560543217
2234.8685406673176,0.9999673348071307
2234.888972902343,1.0000113294553532
2234.909405037375,1.0000134357690316
2234.929837071468,1.0000871848514155
2234.950269305104,1.0000681887295269
2234.970701438273,1.0000900258204433
2234.9911335709694,1.0000770438927054
2235.0115657032075,1.0000884352780255
2235.03199783498,1.0000891699333943
2235.0524299658136,1.0000398918165136
2235.0728620966547,1.000173888352369
2235.1341585849805,1.0001256574974966
2235.1545906134925,1.0001312457130611
2235.1750227415323,1.0001524497309118
2235.1954549691145,1.0001751309192322
2235.215886996229,1.000139569385478
2235.2363191224067,1.0001620395494621
2235.256751348592,1.0001713206912095
2235.2771833738443,1.00022196260667
2235.2976155986253,1.0002144673121567
2235.318047722947,1.0002046507497526
2235.3384797468025,1.0001972609674559
2235.3589119701865,1.000107571686483
2235.3793440931117,1.000131096972245
2235.399776215105,1.0001459702594329
2235.420208337091,1.000078438535805
2235.440640458153,1.000099326017124
2235.4610725787497,1.000080013358724
2235.481504699339,1.000078954307073
2235.501936819004,1.000073147207424
2235.522368938204,1.000072615716662
2235.5428010564647,1.0000368431585347
2235.563233174733,0.999978913043082
2235.5836652925354,1.0000269171540812
2235.6040974093994,1.000076714972102
2235.62452952627,1.0000613062642791
2235.64496154221,1.0001236600314702
2235.665393757677,1.0002120753065253
2235.685825872686,1.0002010981101679
2235.7062578872283,1.000179464183878
2235.726690101299,1.0001134096307207
2235.74712221491,1.0001739696908718
2235.767554228056,1.0000055683253448
2235.787986440264,0.9999490098681844
2235.86971488539,0.999990776971083
2235.890146995276,1.0000486992267912
2235.910579104689,1.0000299141292819
2235.931011213179,0.9999942470833345
2235.951443321668,1.0000227314414534
2235.9718755296853,1.0000905718418502
2235.992307536777,1.0001517649750882
2236.0127396438693,1.0002163344979946
2236.033171850024,1.000088766345216
2236.053603856184,1.0001555516238743
2236.0740360614145,1.0001277979912389
2236.0944681661717,1.0000843230441392
2236.114900170469,1.0001048939889474
2236.135332374295,1.000098770352749
2236.155764477662,1.0001034089586993
2236.176196480097,1.000072700985126
2236.1966286825336,1.0000458969620907
2236.2170607840308,1.0000247905966726
2236.237492885535,1.0000282685686683
2236.257924986101,1.0000319575650194
2236.278356986208,1.0000529505585396
2236.298789186316,0.9999639998628153
2236.319221285492,0.9999952275375572
2236.339653384195,0.9999568171749903
2236.360085381973,0.9999641990975822
2236.380517579746,0.9999912062851954
2236.4009496770595,0.9998921264204279
2236.4213816739066,0.9998697539088971
2236.441813869824,0.9998440050076404
2236.462245965268,0.9998442121021273
2236.4826779607174,0.9998208899809969
2236.5031101552304,0.9998142387839115
2236.523542249284,0.9999167926908071
2236.543974242872,0.9998960028619432
2236.564406435988,0.9999493880939926
2236.605270520835,1.0001106028418634
2236.625702712554,0.9999257415765744
2236.646134803348,0.9999331234991485
2236.6665668941423,0.9999439873235881
2236.686998983998,0.9999233030068834
2236.707431073861,0.9998860532782731
2236.7278631627923,1.000005172597075
2236.748295251251,1.0000150868119153
2236.768727339717,0.9999534637702475
2236.7891594272514,0.9999594740345114
2236.850455686588,0.9999702244870401
2236.8708878722537,0.9999591417784913
2236.891319857459,0.999956711068556
2236.911752041735,0.9999424629946753
2236.9321841260025,0.9999393992116541
2236.9526161093454,0.999887272266003
2236.97304829269,0.9999209267208168
2236.993480275094,0.999945296104028
2237.0139123570407,0.9999449756376286
2237.0343445385224,0.9999118408839329
2237.0547765195297,0.9999677584082889
2237.07520860008,0.9999809435006405
2237.095640780164,1.000053637461219
2237.1160727597744,1.0000435043623095
2237.136504838927,1.000089081693228
2237.156937017149,1.0000673422547286
2237.1773690953632,1.000111442415159
2237.197801073118,1.0000512965440007
2237.2182332499438,1.0000647981728672
2237.2386653262947,1.0001525803748825
2237.2590973026527,1.000100875477944
2237.279529478081,1.0000462162399901
2237.2999615530352,1.0000924266439757
2237.3203935275305,1.000073008473426
2237.3408257015617,1.0000663572763446
2237.361257775119,1.0000454619352874
2237.381689748217,1.000050417077796
2237.402121920852,1.0000032492044624
2237.422553993012,0.9999689538168324
2237.442985964248,0.9999948003705341
2237.463418135485,0.9999846672715877
2237.4838502062485,1.0000033389971839
2237.504282276088,1.0000784597378718
2237.524714345928,0.9999717829963122
2237.545146414828,0.9999484608751676
2237.5655784832707,0.9999418096781066
2237.5860105512475,0.9999444435526866
2237.606442619217,0.9999807358119661
2237.6268746862625,0.9999353616456745
2237.647306852843,0.999882496114744
2237.667738818949,0.9999217427150198
2237.6881708845976,0.9998997922521868
2237.708603049774,0.9999559208008627
2237.7290350140247,0.9998458676696357
2237.749467178277,0.9998806827584082
2237.769899142062,0.9999034694589568
2237.7903312049093,0.9999149663564681
2237.8107633677646,0.9999622318822142
2237.831195329687,0.9998816166485774
2237.851627391603,0.999843839359084
2237.872059552596,0.9998755945947027
2237.8924915135867,0.9999545137738098
2237.91292357364,0.9999062907787206
2237.933355733236,0.9999079750436833
2237.953787692364,0.9998675599497662
2237.9742197510204,0.999858059923908
2237.994651909219,0.9998508811659408
2238.015083966952,0.9998574189910994
2238.03551592421,0.999804236923676
2238.055948081012,0.9998804127861242
2238.07638013734,0.9998156243791303
2238.0968120932084,0.9998182582537319
2238.117244248613,0.9998720655344996
2238.1376763030858,0.99983977487825
2238.1581082575503,0.9998081172950862
2238.1989724646264,1.0003384136406708
2238.219404417236,0.9997231682024234
2238.2398365698464,0.9996875011564673
2238.260268621525,0.999668399522436
2238.28070057273,0.9996420175481598
2238.321564774218,0.9998473363863039
2238.341996824034,0.9998328772880936
2238.3624288733845,0.9998559805251589
2238.382860922269,0.9999052507823042
2238.403292970681,0.9999162201189294
2238.4237250186343,0.9998373985922976
2238.4441570661147,0.9998199851531111
2238.4645891131368,0.9998067922010341
2238.485021159693,0.9998573286043126
2238.505453205784,0.9999417344166461
2238.5258853514024,0.9999153524423325
2238.566749340782,1.0001398744968661
2238.5871814850107,0.99989740358254
2238.607613428306,0.9999572250574796
2238.628045471596,0.9999060477214167
2238.6484776139623,0.9999236643252216
2238.668909556327,0.9999594290236364
2238.689341597754,0.9999755684569726
2238.7097737391887,1.000059341196221
2238.7302056796907,0.9999924425456945
2238.7506377197205,1.0000018291996555
2238.7710698597584,0.999921319478162
2238.7915017988635,1.000101002787016
2238.8119338374963,0.9999260596664641
2238.832365975672,0.9999593975847534
2238.8527980133804,0.9999325935617497
2238.873229951081,0.9999718401620308
2238.8936620878594,0.9999519999427389
2238.9140941241712,1.0000159363925925
2238.9345260600094,0.999937114865982
2238.95495819539,0.9999699252233832
2238.97539022984,0.9999186423751442
2238.995822164281,0.9999092478614876
2239.0162542982653,0.9998953163241496
2239.036686331783,0.9999269660476152
2239.0571182648277,0.9999806678162477
2239.0775503974146,0.9999470055016726
2239.09798242907,0.9999907891255786
2239.118414360717,1.0000074561198244
2239.1388464919078,1.0000156821398127
2239.1592785221656,1.000057038983631
2239.1797105524165,1.0000432129584909
2239.200142582209,1.0000102892291796
2239.2205746110703,1.0000389846116693
2239.2410066399243,0.9999982529812055
2239.2614386678542,1.0000227278765856
2239.281870695784,0.9999512922023993
2239.3023027227755,0.9999561418327201
2239.322734749774,0.9999454811729127
2239.3431667758414,0.9999261685145309
2239.3635989014365,1.0000041380840068
2239.3840308270373,0.9999125495838919
2239.404462851708,0.9999795458869021
2239.4248949759058,0.9999391307929532
2239.4453269001096,0.9999476733495144
2239.465758923383,0.9999304709346878
2239.486191046184,0.9999605379754701
2239.506622968991,0.9999209669789818
2239.527054990868,0.9999462859717851
2239.5474871122715,0.9998812865404231
2239.567919033216,0.9999321394802589
2239.588351053695,0.9999672711055925
2239.6087831737022,0.9999596702989215
2239.629215093249,0.9999716947573494
2239.649647112332,0.9999860404836681
2239.670079231408,0.9999959546985024
2239.6905112495588,0.9999887759405623
2239.7109431672434,0.999948782895364
2239.7313752844566,0.9999514167699347
2239.75180730121,0.9999196536745811
2239.7722392174983,0.9999594278357552
2239.7926713333145,0.9999465514201982
2239.813103348672,0.9999040260827156
2239.833535263097,0.9999222757596307
2239.853967377516,0.9998617078397353
2239.874399391476,0.9998419731326447
2239.8948313049696,0.9998730952952446
2239.915263417992,0.9999169844313126
2239.935695430555,0.9999883067336126
2239.956127342652,0.999944093201306
2239.976559454277,0.9998495503601784
2239.9969914649773,0.9998282329704223
2240.0174234756705,0.999878241812819
2240.0378554859053,0.9998646268120382
2240.0582874956744,0.9998827709767575
2240.078719504978,0.9998998600196994
2240.0991515138085,0.9998484716592875
2240.119583521715,0.9998563811427663
2240.140015529614,0.9998503630187833
2240.160447537055,0.9998788473769215
2240.18087954403,0.9998392763804171
2240.2013116500675,0.9998319921102822
2240.2217435561106,0.9998121518910347
2240.242175561689,0.9998889608265786
2240.262607666795,0.9998619457792063
2240.2830395709752,0.9998922238443861
2240.3034715751564,0.9998542355305483
2240.323903678865,0.9998379827253061
2240.3443355821146,0.9998155047016155
2240.364767584433,0.9998169779422532
2240.385199686745,0.9998496827874829
2240.4056315885973,0.9998518946133839
2240.426063589985,0.9999051743332924
2240.446495690434,0.9998311008546487
2240.466927590889,0.9998422812156581
2240.48735959088,0.9998298268488343
2240.548655587583,0.9998864750987307
2240.5690876857043,0.9998974444353467
2240.5895196829006,0.9998279079803658
2240.609951580096,0.9998292757088457
2240.63038367682,0.9999136815211694
2240.650815673085,0.9998907814487502
2240.671247568418,0.9999214815626425
2240.691679663745,0.9999023799286028
2240.712111658613,0.9999268548239892
2240.7325436530155,0.9999052208977031
2240.752975646945,1.0001280586872425
2240.77340763995,0.9999653549793173
2240.7938396329555,0.9999782235351525
2240.814271625488,0.999969251070196
2240.834703617562,1.000022636302284
2240.8551356091702,1.0000071220823072
2240.87556759984,0.9999423336753258
2240.895999590517,0.9999911818837712
2240.9164315807284,0.9999387384015858
2240.936863570467,0.9998888272116662
2240.957295559747,0.9999235367882944
2240.977727548561,0.9999132981772055
2240.9981595369027,0.9999621463856513
2241.0185915247857,0.9999470542143863
2241.100319571182,0.9999437676174662
2241.120751456736,1.000006859969927
2241.141183441825,1.0000599286654832
2241.161615526449,1.0000227844490517
2241.182047410599,0.9999630606266224
2241.202479394291,1.0000170789317786
2241.2229114779766,0.9999443771114488
2241.2433433607366,0.9999431070354882
2241.263775343032,0.9999495393484834
2241.284207424862,0.9999750693656305
2241.3046393062177,0.9999998607975722
2241.325071287116,0.9999819197975096
2241.345503367542,1.000034355419981
2241.3659353479743,1.0000051246169002
2241.3863672274747,1.0000451098024368
2241.406799306511,1.0000174616820032
2241.427231285073,1.0000311743352632
2241.447663263644,0.9999545685643774
2241.4680952412746,1.0000238861353068
2241.4885271184467,1.000004362452598
2241.5089591956203,0.9999834671115404
